School ID,Year,Test Name,# Students Tested,Overall ELA Mean Scale Score,Overall ELA % Did Not Meet,Overall ELA % Partially Met,Overall ELA % Approached,Overall ELA % Met,Overall ELA % Exceeded,Overall ELA % Met or Exceeded,Reading Mean Scale Score,Reading Literary Text % Did Not Yet Meet or Partially Met,Reading Literary Text % Approached,Reading Literary Text % Met or Exceeded,Reading Information % Did Not Yet Meet or Partially Met,Reading Information % Approached,Reading Information % Met or Exceeded,Vocabulary % Did Not Yet Meet or Partially Met,Vocabulary % Approached,Vocabulary % Met or Exceeded,Writing Mean Scale Score,Writing Expression % Did Not Yet Meet or Partially Met,Writing Expression % Approached,Writing Expression % Met or Exceeded,Writing Conventions % Did Not Yet Meet or Partially Met,Writing Conventions % Approached,Writing Conventions % Met or Exceeded
610200,2016,ELA/Literacy Grade 7,24,703,37.50%,50.00%,8.30%,4.20%,0.00%,4.20%,34,66.70%,16.70%,16.70%,91.70%,4.20%,4.20%,58.30%,29.20%,12.50%,15,91.70%,8.30%,0.00%,91.70%,8.30%,0.00%
610201,2016,ELA/Literacy Grade 7,79,763,3.80%,8.90%,17.70%,43.00%,26.60%,69.60%,51,19.00%,19.00%,62.00%,20.30%,25.30%,54.40%,25.30%,29.10%,45.60%,39,8.90%,10.10%,81.00%,6.30%,13.90%,79.70%
610202,2016,ELA/Literacy Grade 7,20,693,75.00%,10.00%,5.00%,10.00%,0.00%,10.00%,29,80.00%,5.00%,15.00%,80.00%,15.00%,5.00%,85.00%,5.00%,10.00%,15,85.00%,5.00%,10.00%,85.00%,5.00%,10.00%
610206,2016,ELA/Literacy Grade 7,111,760,3.60%,5.40%,19.80%,56.80%,14.40%,71.20%,51,20.70%,19.80%,59.50%,17.10%,30.60%,52.30%,24.30%,25.20%,50.50%,39,6.30%,14.40%,79.30%,4.50%,11.70%,83.80%
610207,2016,ELA/Literacy Grade 7,40,732,7.50%,30.00%,32.50%,30.00%,0.00%,30.00%,45,45.00%,25.00%,30.00%,32.50%,37.50%,30.00%,37.50%,22.50%,40.00%,26,57.50%,17.50%,25.00%,42.50%,30.00%,27.50%
610208,2016,ELA/Literacy Grade 7,28,703,50.00%,25.00%,21.40%,3.60%,0.00%,3.60%,33,78.60%,14.30%,7.10%,71.40%,21.40%,7.10%,78.60%,14.30%,7.10%,19,75.00%,21.40%,3.60%,78.60%,17.90%,3.60%
610209,2016,ELA/Literacy Grade 7,106,720,33.00%,20.80%,22.60%,18.90%,4.70%,23.60%,38,57.50%,13.20%,29.20%,54.70%,18.90%,26.40%,59.40%,23.60%,17.00%,26,48.10%,23.60%,28.30%,45.30%,19.80%,34.90%
610212,2016,ELA/Literacy Grade 7,120,717,21.70%,37.50%,31.70%,9.20%,0.00%,9.20%,36,63.30%,24.20%,12.50%,56.70%,34.20%,9.20%,61.70%,27.50%,10.80%,27,54.20%,27.50%,18.30%,38.30%,40.80%,20.80%
610213,2016,ELA/Literacy Grade 7,55,725,23.60%,29.10%,21.80%,21.80%,3.60%,25.50%,40,50.90%,18.20%,30.90%,56.40%,18.20%,25.50%,58.20%,21.80%,20.00%,27,47.30%,23.60%,29.10%,43.60%,30.90%,25.50%
610215,2016,ELA/Literacy Grade 7,110,714,31.80%,30.00%,26.40%,10.90%,0.90%,11.80%,37,58.20%,16.40%,25.50%,57.30%,30.90%,11.80%,63.60%,25.50%,10.90%,22,66.40%,19.10%,14.50%,64.50%,23.60%,11.80%
610216,2016,ELA/Literacy Grade 7,12,722,8.30%,58.30%,16.70%,16.70%,0.00%,16.70%,41,58.30%,16.70%,25.00%,58.30%,16.70%,25.00%,50.00%,25.00%,25.00%,24,75.00%,8.30%,16.70%,66.70%,16.70%,16.70%
610217,2016,ELA/Literacy Grade 7,40,736,12.50%,25.00%,25.00%,35.00%,2.50%,37.50%,45,42.50%,25.00%,32.50%,32.50%,25.00%,42.50%,40.00%,25.00%,35.00%,31,32.50%,35.00%,32.50%,30.00%,35.00%,35.00%
610218,2016,ELA/Literacy Grade 7,38,724,21.10%,26.30%,34.20%,15.80%,2.60%,18.40%,42,50.00%,21.10%,28.90%,47.40%,23.70%,28.90%,26.30%,36.80%,36.80%,24,52.60%,34.20%,13.20%,52.60%,31.60%,15.80%
610219,2016,ELA/Literacy Grade 7,86,731,15.10%,26.70%,32.60%,22.10%,3.50%,25.60%,44,39.50%,20.90%,39.50%,45.30%,26.70%,27.90%,43.00%,20.90%,36.00%,28,44.20%,32.60%,23.30%,39.50%,34.90%,25.60%
610220,2016,ELA/Literacy Grade 7,63,745,11.10%,15.90%,23.80%,41.30%,7.90%,49.20%,49,30.20%,14.30%,55.60%,25.40%,31.70%,42.90%,28.60%,22.20%,49.20%,32,28.60%,20.60%,50.80%,22.20%,23.80%,54.00%
610221,2016,ELA/Literacy Grade 7,21,730,9.50%,33.30%,38.10%,19.00%,0.00%,19.00%,40,28.60%,42.90%,28.60%,52.40%,28.60%,19.00%,57.10%,28.60%,14.30%,33,33.30%,33.30%,33.30%,23.80%,42.90%,33.30%
610223,2016,ELA/Literacy Grade 7,48,708,37.50%,39.60%,18.80%,4.20%,0.00%,4.20%,34,72.90%,18.80%,8.30%,66.70%,27.10%,6.30%,72.90%,16.70%,10.40%,22,68.80%,27.10%,4.20%,62.50%,31.30%,6.30%
610225,2016,ELA/Literacy Grade 7,25,735,8.00%,28.00%,40.00%,24.00%,0.00%,24.00%,44,36.00%,40.00%,24.00%,36.00%,32.00%,32.00%,52.00%,24.00%,24.00%,31,28.00%,40.00%,32.00%,32.00%,28.00%,40.00%
610227,2016,ELA/Literacy Grade 7,97,728,13.40%,30.90%,32.00%,21.60%,2.10%,23.70%,42,41.20%,26.80%,32.00%,46.40%,26.80%,26.80%,46.40%,25.80%,27.80%,28,51.50%,24.70%,23.70%,37.10%,40.20%,22.70%
610228,2016,ELA/Literacy Grade 7,26,718,30.80%,30.80%,19.20%,19.20%,0.00%,19.20%,36,57.70%,23.10%,19.20%,61.50%,26.90%,11.50%,73.10%,11.50%,15.40%,27,57.70%,11.50%,30.80%,57.70%,15.40%,26.90%
610229,2016,ELA/Literacy Grade 7,71,745,19.70%,14.10%,18.30%,28.20%,19.70%,47.90%,50,36.60%,11.30%,52.10%,35.20%,12.70%,52.10%,28.20%,22.50%,49.30%,30,42.30%,18.30%,39.40%,33.80%,23.90%,42.30%
610230,2016,ELA/Literacy Grade 7,52,768,1.90%,11.50%,15.40%,38.50%,32.70%,71.20%,55,15.40%,15.40%,69.20%,17.30%,25.00%,57.70%,19.20%,23.10%,57.70%,39,17.30%,7.70%,75.00%,15.40%,11.50%,73.10%
610231,2016,ELA/Literacy Grade 7,57,718,28.10%,28.10%,26.30%,15.80%,1.80%,17.50%,37,57.90%,19.30%,22.80%,61.40%,14.00%,24.60%,59.60%,12.30%,28.10%,25,49.10%,29.80%,21.10%,47.40%,21.10%,31.60%
610234,2016,ELA/Literacy Grade 7,52,709,36.50%,40.40%,9.60%,11.50%,1.90%,13.50%,35,67.30%,15.40%,17.30%,65.40%,15.40%,19.20%,71.20%,11.50%,17.30%,21,76.90%,15.40%,7.70%,65.40%,25.00%,9.60%
610235,2016,ELA/Literacy Grade 7,117,709,39.30%,35.00%,17.90%,6.80%,0.90%,7.70%,35,69.20%,17.90%,12.80%,69.20%,19.70%,11.10%,70.10%,17.10%,12.80%,22,71.80%,19.70%,8.50%,66.70%,23.90%,9.40%
610237,2016,ELA/Literacy Grade 7,33,708,42.40%,30.30%,21.20%,3.00%,3.00%,6.10%,35,78.80%,9.10%,12.10%,66.70%,24.20%,9.10%,72.70%,15.20%,12.10%,21,75.80%,12.10%,12.10%,72.70%,15.20%,12.10%
610238,2016,ELA/Literacy Grade 7,21,704,42.90%,33.30%,23.80%,0.00%,0.00%,0.00%,33,71.40%,19.00%,9.50%,66.70%,23.80%,9.50%,76.20%,19.00%,4.80%,19,76.20%,19.00%,4.80%,71.40%,28.60%,0.00%
610239,2016,ELA/Literacy Grade 7,73,733,17.80%,13.70%,39.70%,23.30%,5.50%,28.80%,42,39.70%,26.00%,34.20%,45.20%,27.40%,27.40%,50.70%,26.00%,23.30%,31,32.90%,15.10%,52.10%,24.70%,35.60%,39.70%
610242,2016,ELA/Literacy Grade 7,31,763,12.90%,3.20%,6.50%,41.90%,35.50%,77.40%,51,29.00%,9.70%,61.30%,12.90%,22.60%,64.50%,29.00%,22.60%,48.40%,40,16.10%,0.00%,83.90%,16.10%,0.00%,83.90%
610246,2016,ELA/Literacy Grade 7,114,718,23.70%,39.50%,24.60%,12.30%,0.00%,12.30%,40,55.30%,26.30%,18.40%,54.40%,29.80%,15.80%,49.10%,15.80%,35.10%,22,76.30%,14.90%,8.80%,69.30%,21.10%,9.60%
610248,2016,ELA/Literacy Grade 7,61,734,13.10%,23.00%,34.40%,24.60%,4.90%,29.50%,44,39.30%,24.60%,36.10%,39.30%,32.80%,27.90%,29.50%,32.80%,37.70%,30,44.30%,23.00%,32.80%,36.10%,24.60%,39.30%
610249,2016,ELA/Literacy Grade 7,37,726,8.10%,43.20%,27.00%,18.90%,2.70%,21.60%,41,43.20%,37.80%,18.90%,62.20%,16.20%,21.60%,45.90%,29.70%,24.30%,29,51.40%,27.00%,21.60%,32.40%,43.20%,24.30%
610250,2016,ELA/Literacy Grade 7,41,727,19.50%,31.70%,12.20%,34.10%,2.40%,36.60%,40,56.10%,14.60%,29.30%,48.80%,24.40%,26.80%,56.10%,22.00%,22.00%,29,46.30%,19.50%,34.10%,41.50%,26.80%,31.70%
610251,2016,ELA/Literacy Grade 7,29,705,37.90%,48.30%,13.80%,0.00%,0.00%,0.00%,35,75.90%,13.80%,10.30%,75.90%,10.30%,13.80%,75.90%,17.20%,6.90%,16,89.70%,10.30%,0.00%,86.20%,13.80%,0.00%
610252,2016,ELA/Literacy Grade 7,26,697,46.20%,38.50%,15.40%,0.00%,0.00%,0.00%,31,80.80%,15.40%,3.80%,76.90%,23.10%,0.00%,69.20%,19.20%,11.50%,17,88.50%,11.50%,0.00%,84.60%,15.40%,0.00%
610254,2016,ELA/Literacy Grade 7,38,714,28.90%,31.60%,21.10%,18.40%,0.00%,18.40%,37,55.30%,18.40%,26.30%,57.90%,31.60%,10.50%,57.90%,28.90%,13.20%,24,65.80%,15.80%,18.40%,65.80%,21.10%,13.20%
610257,2016,ELA/Literacy Grade 7,31,722,22.60%,25.80%,38.70%,12.90%,0.00%,12.90%,39,67.70%,12.90%,19.40%,48.40%,32.30%,19.40%,58.10%,12.90%,29.00%,27,51.60%,29.00%,19.40%,41.90%,38.70%,19.40%
610263,2016,ELA/Literacy Grade 7,57,699,50.90%,36.80%,5.30%,7.00%,0.00%,7.00%,31,80.70%,14.00%,5.30%,77.20%,17.50%,5.30%,80.70%,10.50%,8.80%,17,89.50%,5.30%,5.30%,84.20%,8.80%,7.00%
610268,2016,ELA/Literacy Grade 7,32,717,18.80%,46.90%,28.10%,6.30%,0.00%,6.30%,39,59.40%,28.10%,12.50%,43.80%,28.10%,28.10%,56.30%,37.50%,6.30%,24,78.10%,15.60%,6.30%,78.10%,18.80%,3.10%
610269,2016,ELA/Literacy Grade 7,49,743,8.20%,24.50%,24.50%,32.70%,10.20%,42.90%,46,34.70%,26.50%,38.80%,28.60%,28.60%,42.90%,46.90%,24.50%,28.60%,34,28.60%,22.40%,49.00%,20.40%,26.50%,53.10%
610271,2016,ELA/Literacy Grade 7,44,709,34.10%,34.10%,22.70%,6.80%,2.30%,9.10%,34,70.50%,15.90%,13.60%,75.00%,11.40%,13.60%,61.40%,13.60%,25.00%,23,63.60%,25.00%,11.40%,59.10%,22.70%,18.20%
610274,2016,ELA/Literacy Grade 7,31,710,29.00%,48.40%,12.90%,9.70%,0.00%,9.70%,35,64.50%,19.40%,16.10%,77.40%,12.90%,9.70%,67.70%,19.40%,12.90%,22,80.60%,9.70%,9.70%,74.20%,12.90%,12.90%
610279,2016,ELA/Literacy Grade 7,35,717,17.10%,42.90%,34.30%,5.70%,0.00%,5.70%,37,57.10%,28.60%,14.30%,68.60%,28.60%,2.90%,68.60%,22.90%,8.60%,26,60.00%,31.40%,8.60%,51.40%,31.40%,17.10%
610281,2016,ELA/Literacy Grade 7,56,726,21.40%,23.20%,33.90%,19.60%,1.80%,21.40%,42,48.20%,25.00%,26.80%,42.90%,26.80%,30.40%,53.60%,21.40%,25.00%,26,44.60%,30.40%,25.00%,42.90%,33.90%,23.20%
610282,2016,ELA/Literacy Grade 7,32,721,28.10%,15.60%,43.80%,12.50%,0.00%,12.50%,39,40.60%,37.50%,21.90%,46.90%,34.40%,18.80%,53.10%,25.00%,21.90%,26,46.90%,31.30%,21.90%,50.00%,37.50%,12.50%
610287,2016,ELA/Literacy Grade 7,52,729,15.40%,25.00%,42.30%,15.40%,1.90%,17.30%,42,46.20%,30.80%,23.10%,46.20%,26.90%,26.90%,46.20%,26.90%,26.90%,28,53.80%,15.40%,30.80%,42.30%,32.70%,25.00%
610290,2016,ELA/Literacy Grade 7,36,723,13.90%,36.10%,41.70%,8.30%,0.00%,8.30%,40,47.20%,25.00%,27.80%,44.40%,44.40%,11.10%,58.30%,27.80%,13.90%,26,66.70%,22.20%,11.10%,55.60%,30.60%,13.90%
610291,2016,ELA/Literacy Grade 7,94,723,23.40%,29.80%,25.50%,17.00%,4.30%,21.30%,41,50.00%,20.20%,29.80%,54.30%,22.30%,23.40%,50.00%,20.20%,29.80%,25,57.40%,17.00%,25.50%,48.90%,25.50%,25.50%
610293,2016,ELA/Literacy Grade 7,53,715,20.80%,43.40%,30.20%,5.70%,0.00%,5.70%,38,62.30%,28.30%,9.40%,52.80%,35.80%,11.30%,60.40%,22.60%,17.00%,23,66.00%,28.30%,5.70%,71.70%,24.50%,3.80%
610295,2016,ELA/Literacy Grade 7,34,723,20.60%,26.50%,26.50%,26.50%,0.00%,26.50%,41,50.00%,23.50%,26.50%,47.10%,26.50%,26.50%,52.90%,8.80%,38.20%,28,55.90%,23.50%,20.60%,50.00%,29.40%,20.60%
610298,2016,ELA/Literacy Grade 7,23,757,0.00%,0.00%,39.10%,56.50%,4.30%,60.90%,53,13.00%,17.40%,69.60%,0.00%,43.50%,56.50%,8.70%,26.10%,65.20%,36,8.70%,34.80%,56.50%,0.00%,47.80%,52.20%
610299,2016,ELA/Literacy Grade 7,18,718,22.20%,27.80%,44.40%,5.60%,0.00%,5.60%,40,38.90%,27.80%,33.30%,50.00%,50.00%,0.00%,44.40%,27.80%,27.80%,23,61.10%,33.30%,5.60%,50.00%,50.00%,0.00%
610300,2016,ELA/Literacy Grade 7,43,715,30.20%,25.60%,30.20%,14.00%,0.00%,14.00%,36,62.80%,20.90%,16.30%,58.10%,27.90%,14.00%,65.10%,14.00%,20.90%,25,60.50%,20.90%,18.60%,48.80%,34.90%,16.30%
610305,2016,ELA/Literacy Grade 7,47,701,46.80%,34.00%,17.00%,2.10%,0.00%,2.10%,33,74.50%,19.10%,6.40%,78.70%,14.90%,6.40%,63.80%,17.00%,19.10%,17,85.10%,12.80%,2.10%,85.10%,12.80%,2.10%
610313,2016,ELA/Literacy Grade 7,55,727,23.60%,21.80%,23.60%,29.10%,1.80%,30.90%,43,47.30%,12.70%,40.00%,47.30%,14.50%,38.20%,47.30%,16.40%,36.40%,26,52.70%,23.60%,23.60%,41.80%,34.50%,23.60%
610315,2016,ELA/Literacy Grade 7,18,704,50.00%,27.80%,22.20%,0.00%,0.00%,0.00%,34,72.20%,16.70%,11.10%,77.80%,22.20%,0.00%,66.70%,22.20%,11.10%,18,94.40%,5.60%,0.00%,77.80%,16.70%,5.60%
610316,2016,ELA/Literacy Grade 7,24,767,0.00%,0.00%,16.70%,58.30%,25.00%,83.30%,54,16.70%,29.20%,54.20%,4.20%,33.30%,62.50%,16.70%,33.30%,50.00%,40,0.00%,8.30%,91.70%,0.00%,8.30%,91.70%
610317,2016,ELA/Literacy Grade 7,42,697,52.40%,31.00%,14.30%,2.40%,0.00%,2.40%,31,69.00%,23.80%,7.10%,81.00%,11.90%,7.10%,81.00%,9.50%,9.50%,17,88.10%,11.90%,0.00%,81.00%,16.70%,2.40%
610319,2016,ELA/Literacy Grade 7,93,735,12.90%,18.30%,31.20%,36.60%,1.10%,37.60%,45,35.50%,31.20%,33.30%,30.10%,30.10%,39.80%,37.60%,26.90%,35.50%,30,40.90%,19.40%,39.80%,32.30%,28.00%,39.80%
610321,2016,ELA/Literacy Grade 7,34,722,23.50%,29.40%,26.50%,20.60%,0.00%,20.60%,39,52.90%,26.50%,20.60%,50.00%,35.30%,14.70%,55.90%,14.70%,29.40%,27,58.80%,11.80%,29.40%,50.00%,17.60%,32.40%
610325,2016,ELA/Literacy Grade 7,61,732,8.20%,21.30%,49.20%,21.30%,0.00%,21.30%,43,47.50%,19.70%,32.80%,49.20%,31.10%,19.70%,50.80%,23.00%,26.20%,30,29.50%,36.10%,34.40%,26.20%,41.00%,32.80%
610329,2016,ELA/Literacy Grade 7,109,733,23.90%,16.50%,28.40%,22.00%,9.20%,31.20%,44,46.80%,22.90%,30.30%,37.60%,25.70%,36.70%,50.50%,17.40%,32.10%,28,43.10%,18.30%,38.50%,37.60%,23.90%,38.50%
610339,2016,ELA/Literacy Grade 7,40,700,50.00%,30.00%,17.50%,2.50%,0.00%,2.50%,32,72.50%,22.50%,5.00%,82.50%,15.00%,2.50%,67.50%,17.50%,15.00%,17,87.50%,12.50%,0.00%,80.00%,20.00%,0.00%
610342,2016,ELA/Literacy Grade 7,71,723,22.50%,28.20%,22.50%,26.80%,0.00%,26.80%,41,45.10%,21.10%,33.80%,53.50%,21.10%,25.40%,35.20%,38.00%,26.80%,24,57.70%,22.50%,19.70%,45.10%,29.60%,25.40%
610345,2016,ELA/Literacy Grade 7,25,690,60.00%,40.00%,0.00%,0.00%,0.00%,0.00%,28,88.00%,8.00%,4.00%,96.00%,4.00%,0.00%,80.00%,16.00%,4.00%,14,100.00%,0.00%,0.00%,100.00%,0.00%,0.00%
610347,2016,ELA/Literacy Grade 7,32,721,25.00%,28.10%,21.90%,25.00%,0.00%,25.00%,40,59.40%,15.60%,25.00%,46.90%,28.10%,25.00%,65.60%,12.50%,21.90%,26,59.40%,12.50%,28.10%,56.30%,25.00%,18.80%
610350,2016,ELA/Literacy Grade 7,41,701,61.00%,14.60%,12.20%,12.20%,0.00%,12.20%,33,78.00%,4.90%,17.10%,75.60%,14.60%,9.80%,61.00%,12.20%,26.80%,16,78.00%,14.60%,7.30%,80.50%,14.60%,4.90%
610352,2016,ELA/Literacy Grade 7,72,745,6.90%,18.10%,23.60%,47.20%,4.20%,51.40%,49,29.20%,16.70%,54.20%,25.00%,25.00%,50.00%,33.30%,30.60%,36.10%,33,30.60%,18.10%,51.40%,16.70%,30.60%,52.80%
610353,2016,ELA/Literacy Grade 7,83,736,19.30%,19.30%,25.30%,26.50%,9.60%,36.10%,43,41.00%,25.30%,33.70%,49.40%,18.10%,32.50%,54.20%,22.90%,22.90%,31,38.60%,14.50%,47.00%,33.70%,18.10%,48.20%
610354,2016,ELA/Literacy Grade 7,26,714,34.60%,26.90%,19.20%,19.20%,0.00%,19.20%,37,57.70%,19.20%,23.10%,61.50%,19.20%,19.20%,57.70%,26.90%,15.40%,23,61.50%,23.10%,15.40%,61.50%,19.20%,19.20%
610355,2016,ELA/Literacy Grade 7,26,736,11.50%,19.20%,38.50%,30.80%,0.00%,30.80%,44,46.20%,19.20%,34.60%,34.60%,42.30%,23.10%,34.60%,30.80%,34.60%,32,38.50%,30.80%,30.80%,19.20%,38.50%,42.30%
610362,2016,ELA/Literacy Grade 7,33,700,51.50%,33.30%,15.20%,0.00%,0.00%,0.00%,32,84.80%,12.10%,3.00%,69.70%,24.20%,6.10%,66.70%,15.20%,18.20%,17,84.80%,15.20%,0.00%,81.80%,18.20%,0.00%
610363,2016,ELA/Literacy Grade 7,130,756,4.60%,10.00%,23.80%,43.10%,18.50%,61.50%,53,21.50%,16.90%,61.50%,13.80%,23.10%,63.10%,23.10%,20.00%,56.90%,35,19.20%,18.50%,62.30%,13.80%,23.10%,63.10%
610364,2016,ELA/Literacy Grade 7,20,715,30.00%,35.00%,25.00%,10.00%,0.00%,10.00%,35,70.00%,20.00%,10.00%,70.00%,30.00%,0.00%,70.00%,5.00%,25.00%,27,45.00%,25.00%,30.00%,45.00%,45.00%,10.00%
610366,2016,ELA/Literacy Grade 7,16,715,31.30%,12.50%,50.00%,6.30%,0.00%,6.30%,39,43.80%,12.50%,43.80%,50.00%,37.50%,12.50%,50.00%,18.80%,31.30%,21,75.00%,25.00%,0.00%,56.30%,37.50%,6.30%
610367,2016,ELA/Literacy Grade 7,53,708,41.50%,30.20%,22.60%,5.70%,0.00%,5.70%,35,64.20%,18.90%,17.00%,71.70%,17.00%,11.30%,67.90%,24.50%,7.50%,20,81.10%,11.30%,7.50%,75.50%,18.90%,5.70%
610368,2016,ELA/Literacy Grade 7,46,732,8.70%,28.30%,43.50%,19.60%,0.00%,19.60%,42,43.50%,37.00%,19.60%,45.70%,39.10%,15.20%,50.00%,28.30%,21.70%,30,34.80%,23.90%,41.30%,30.40%,28.30%,41.30%
610369,2016,ELA/Literacy Grade 7,30,716,23.30%,43.30%,20.00%,13.30%,0.00%,13.30%,37,60.00%,16.70%,23.30%,63.30%,20.00%,16.70%,53.30%,33.30%,13.30%,25,66.70%,20.00%,13.30%,63.30%,16.70%,20.00%
610391,2016,ELA/Literacy Grade 7,21,758,4.80%,4.80%,28.60%,38.10%,23.80%,61.90%,55,14.30%,14.30%,71.40%,4.80%,28.60%,66.70%,19.00%,28.60%,52.40%,35,14.30%,38.10%,47.60%,9.50%,28.60%,61.90%
610396,2016,ELA/Literacy Grade 7,99,704,40.40%,39.40%,17.20%,3.00%,0.00%,3.00%,33,66.70%,28.30%,5.10%,74.70%,19.20%,6.10%,66.70%,19.20%,14.10%,20,82.80%,12.10%,5.10%,75.80%,20.20%,4.00%
610405,2016,ELA/Literacy Grade 7,25,707,48.00%,12.00%,32.00%,8.00%,0.00%,8.00%,34,72.00%,12.00%,16.00%,60.00%,24.00%,16.00%,60.00%,8.00%,32.00%,21,68.00%,20.00%,12.00%,68.00%,24.00%,8.00%
610503,2016,ELA/Literacy Grade 7,22,741,4.50%,13.60%,31.80%,50.00%,0.00%,50.00%,48,22.70%,27.30%,50.00%,31.80%,18.20%,50.00%,31.80%,22.70%,45.50%,31,40.90%,18.20%,40.90%,27.30%,27.30%,45.50%
610520,2016,ELA/Literacy Grade 7,54,747,9.30%,20.40%,24.10%,27.80%,18.50%,46.30%,50,29.60%,24.10%,46.30%,24.10%,25.90%,50.00%,25.90%,33.30%,40.70%,32,37.00%,24.10%,38.90%,38.90%,14.80%,46.30%
610521,2016,ELA/Literacy Grade 7,26,726,7.70%,50.00%,30.80%,11.50%,0.00%,11.50%,42,57.70%,19.20%,23.10%,57.70%,26.90%,15.40%,34.60%,34.60%,30.80%,26,61.50%,30.80%,7.70%,42.30%,46.20%,11.50%
610523,2016,ELA/Literacy Grade 7,49,759,0.00%,4.10%,28.60%,57.10%,10.20%,67.30%,53,18.40%,24.50%,57.10%,16.30%,22.40%,61.20%,14.30%,24.50%,61.20%,37,6.10%,18.40%,75.50%,4.10%,20.40%,75.50%
610529,2016,ELA/Literacy Grade 7,86,745,12.80%,19.80%,16.30%,38.40%,12.80%,51.20%,49,34.90%,20.90%,44.20%,31.40%,22.10%,46.50%,27.90%,18.60%,53.50%,32,31.40%,18.60%,50.00%,30.20%,19.80%,50.00%
610530,2016,ELA/Literacy Grade 7,24,719,16.70%,45.80%,29.20%,4.20%,4.20%,8.30%,38,62.50%,25.00%,12.50%,58.30%,29.20%,12.50%,54.20%,25.00%,20.80%,26,50.00%,37.50%,12.50%,50.00%,29.20%,20.80%
610532,2016,ELA/Literacy Grade 7,320,724,17.50%,30.90%,32.80%,17.80%,0.90%,18.80%,41,50.60%,25.00%,24.40%,45.00%,32.20%,22.80%,50.60%,28.40%,20.90%,27,55.00%,25.00%,20.00%,46.60%,32.80%,20.60%
610533,2016,ELA/Literacy Grade 7,109,725,25.70%,22.90%,28.40%,19.30%,3.70%,22.90%,40,45.00%,26.60%,28.40%,54.10%,27.50%,18.30%,56.00%,24.80%,19.30%,28,44.00%,28.40%,27.50%,37.60%,36.70%,25.70%
610534,2016,ELA/Literacy Grade 7,27,776,0.00%,0.00%,3.70%,70.40%,25.90%,96.30%,65,3.70%,14.80%,81.50%,0.00%,3.70%,96.30%,0.00%,3.70%,96.30%,38,7.40%,22.20%,70.40%,3.70%,11.10%,85.20%
610539,2016,ELA/Literacy Grade 7,76,736,17.10%,19.70%,25.00%,27.60%,10.50%,38.20%,43,38.20%,26.30%,35.50%,43.40%,25.00%,31.60%,51.30%,25.00%,23.70%,31,32.90%,19.70%,47.40%,27.60%,22.40%,50.00%
610541,2016,ELA/Literacy Grade 7,83,734,13.30%,20.50%,39.80%,24.10%,2.40%,26.50%,42,45.80%,28.90%,25.30%,47.00%,24.10%,28.90%,48.20%,30.10%,21.70%,32,31.30%,31.30%,37.30%,20.50%,34.90%,44.60%
610542,2016,ELA/Literacy Grade 7,59,756,8.50%,8.50%,23.70%,40.70%,18.60%,59.30%,50,27.10%,20.30%,52.50%,22.00%,32.20%,45.80%,30.50%,30.50%,39.00%,37,20.30%,13.60%,66.10%,15.30%,15.30%,69.50%
610544,2016,ELA/Literacy Grade 7,100,747,12.00%,7.00%,24.00%,49.00%,8.00%,57.00%,46,32.00%,21.00%,47.00%,27.00%,37.00%,36.00%,33.00%,30.00%,37.00%,35,19.00%,16.00%,65.00%,14.00%,14.00%,72.00%
610548,2016,ELA/Literacy Grade 7,30,759,0.00%,10.00%,26.70%,43.30%,20.00%,63.30%,54,6.70%,23.30%,70.00%,10.00%,30.00%,60.00%,16.70%,40.00%,43.30%,36,16.70%,20.00%,63.30%,6.70%,30.00%,63.30%
610559,2016,ELA/Literacy Grade 7,166,716,27.70%,36.10%,24.10%,10.20%,1.80%,12.00%,38,53.00%,28.30%,18.70%,63.90%,21.70%,14.50%,57.80%,24.10%,18.10%,24,68.10%,15.70%,16.30%,63.30%,20.50%,16.30%
610564,2016,ELA/Literacy Grade 7,93,739,7.50%,26.90%,24.70%,33.30%,7.50%,40.90%,47,34.40%,26.90%,38.70%,39.80%,25.80%,34.40%,30.10%,26.90%,43.00%,30,46.20%,11.80%,41.90%,34.40%,20.40%,45.20%
400009,2016,ELA/Literacy Grade 8,13,712,38.50%,23.10%,38.50%,0.00%,0.00%,0.00%,34,69.20%,15.40%,15.40%,61.50%,30.80%,7.70%,61.50%,38.50%,0.00%,24,53.80%,30.80%,15.40%,61.50%,23.10%,15.40%
400011,2016,ELA/Literacy Grade 8,31,751,0.00%,12.90%,29.00%,58.10%,0.00%,58.10%,49,19.40%,22.60%,58.10%,16.10%,41.90%,41.90%,29.00%,32.30%,38.70%,35,12.90%,22.60%,64.50%,12.90%,22.60%,64.50%
400012,2016,ELA/Literacy Grade 8,53,695,58.50%,24.50%,17.00%,0.00%,0.00%,0.00%,30,75.50%,17.00%,7.50%,73.60%,17.00%,9.40%,83.00%,9.40%,7.50%,16,92.50%,5.70%,1.90%,96.20%,1.90%,1.90%
400017,2016,ELA/Literacy Grade 8,207,724,25.10%,23.70%,29.00%,22.20%,0.00%,22.20%,40,53.60%,23.70%,22.70%,48.80%,25.60%,25.60%,52.20%,22.20%,25.60%,27,49.80%,23.70%,26.60%,51.20%,27.10%,21.70%
400019,2016,ELA/Literacy Grade 8,43,732,14.00%,32.60%,25.60%,27.90%,0.00%,27.90%,42,39.50%,20.90%,39.50%,39.50%,30.20%,30.20%,58.10%,16.30%,25.60%,31,37.20%,32.60%,30.20%,44.20%,30.20%,25.60%
